sort,coral_id,site,type,code,family,genus,species,cafi_size_mm,measurement,alt_size_mm,alt_measurement,cafi_weight,extraction_method,known_unknown,predicted_family,photo_num,revised_yn,revision_date,identified_by,revised_by,previous_name,AP_list_num,notes
2165,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,22.9,rostrum_to_tail,,,,clove,known,,,,,,,,,
2166,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,23.1,rostrum_to_tail,,,,clove,known,,,,,,,,,
2167,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,7.7,rostrum_to_tail,,,,clove,known,,,,,,,,,
2168,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,5.8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2169,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,8.3,rostrum_to_tail,,,,clove,known,,,,,,,,,
2170,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,7.1,rostrum_to_tail,,,,clove,known,,,,,,,,,
2171,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,10.9,rostrum_to_tail,,,,clove,known,,,,,,,,,
2172,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,14.3,rostrum_to_tail,,,,clove,known,,,,,,,,,
2173,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,11.8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2174,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,6.8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2175,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,8.8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2176,MRB-POC26,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,10.4,rostrum_to_tail,,,,clove,known,,,,,,,,,
2177,MRB-POC26,MRBS2,snail,LIMP,,,,3.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2178,MRB-POC26,MRBS2,snail,LIMP,,,,6.7,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2179,MRB-POC26,MRBS2,snail,LIMP,,,,14.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2180,MRB-POC26,MRBS2,snail,LIMP,,,,16.5,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2181,MRB-POC26,MRBS2,snail,LIMP,,,,20.1,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2182,MRB-POC26,MRBS2,snail,LIMP,,,,18.2,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2183,MRB-POC26,MRBS2,snail,LIMP,,,,15.2,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2184,MRB-POC26,MRBS2,snail,LIMP,,,,6.9,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2185,MRB-POC26,MRBS2,snail,LIMP,,,,6.7,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2186,MRB-POC26,MRBS2,snail,LIMP,,,,11.6,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2187,MRB-POC26,MRBS2,snail,LIMP,,,,15.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2188,MRB-POC26,MRBS2,snail,LIMP,,,,11.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2189,MRB-POC26,MRBS2,snail,LIMP,,,,13.8,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2190,MRB-POC26,MRBS2,echinoderm,MALO,,macrophiothrix,longipeda,9.1,disc_width,87.1,arm_length,,clove,known,,,,,,,,,"voucher, first time counted as known"
2191,MRB-POC26,MRBS2,crab,TRAR,trapezia,areolata,areolata,7.5,carapace_width,,,,clove,known,,,,,,,,,
2192,MRB-POC26,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,4.3,carapace_width,,,,clove,known,,,,,,,,,
2193,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,8,carapace_width,,,,clove,known,,,,,,,,,
2194,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,8.6,carapace_width,,,,clove,known,,,,,,,,,
2195,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4.3,carapace_width,,,,clove,known,,,,,,,,,
2196,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,,clove,known,,,,,,,,,
2197,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.8,carapace_width,,,,clove,known,,,,,,,,,
2198,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,,clove,known,,,,,,,,,
2199,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4.1,carapace_width,,,,clove,known,,,,,,,,,
2200,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,,clove,known,,,,,,,,,
2201,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,3.3,carapace_width,,,,clove,known,,,,,,,,,
2202,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,3.1,carapace_width,,,,clove,known,,,,,,,,,
2203,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,3,carapace_width,,,,clove,known,,,,,,,,,
2204,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4.8,carapace_width,,,,clove,known,,,,,,,,,
2205,MRB-POC26,MRBS2,hermit,unknown_hermit,,,,NA,carapace_length,,,,clove,unknown,,,,,,,,,"smashed during extraction, not Identifable or measurable; extremely small (<1mm)"
2206,MRB-POC26,MRBS2,hermit,unknown_hermit,,,,NA,carapace_length,,,,clove,unknown,,,,,,,,,"smashed during extraction, not Identifable or measurable; extremely small (<1mm)"
2207,MRB-POC26,MRBS2,hermit,unknown_hermit,,,,NA,carapace_length,,,,clove,unknown,,,,,,,,,"smashed during extraction, not Identifable or measurable; extremely small (<1mm)"
2208,MRB-POC26,MRBS2,snail,LIMP,,,,16.3,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2209,MRB-POC26,MRBS2,snail,LIMP,,,,14.3,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2210,MRB-POC26,MRBS2,snail,LIMP,,,,15.6,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2211,MRB-POC26,MRBS2,snail,LIMP,,,,15.5,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2212,MRB-POC26,MRBS2,snail,LIMP,,,,8.6,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2213,MRB-POC26,MRBS2,snail,LIMP,,,,4.5,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2214,MRB-POC26,MRBS2,snail,LIMP,,,,4.4,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2215,MRB-POC26,MRBS2,snail,LIMP,,,,5.9,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2216,MRB-POC26,MRBS2,snail,LIMP,,,,13.5,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2217,MRB-POC26,MRBS2,snail,LIMP,,,,13.6,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2218,MRB-POC26,MRBS2,snail,LIMP,,,,16.5,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2219,MRB-POC26,MRBS2,snail,LIMP,,,,14.5,shell_length,,,,smash,known,quoyula madreporum,,,,,,,,
2220,MRB-POC26,MRBS2,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,3.3,disc_width,14.4,arm_length,,smash,known,,,,,,,,,
2221,MRB-POC26,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,2.7,carapace_width,,,,smash,known,,,,,,,,,
2222,MRB-POC28,MRBS2,fish,NEAR,cirrhitidae,neocirrhites,armatus,38.8,total_length,31.7,standard_length,,clove,known,,,,,,,,,not saved
2223,MRB-POC28,MRBS2,fish,NEAR,cirrhitidae,neocirrhites,armatus,51.6,total_length,44.2,standard_length,,clove,known,,,,,,,,,not saved
2224,MRB-POC28,MRBS2,fish,PAAR,cirrhitidae,paracirrhites,arcatus,64.6,total_length,52.9,standard_length,,clove,known,,,,,,,,,not saved
2225,MRB-POC28,MRBS2,fish,CAMA,caracanthidae,caracanthus,maculatus,42.6,total_length,57.4,standard_length,,clove,known,,,,,,,,,not saved
2226,MRB-POC28,MRBS2,fish,PAMO,gobiidae,paragobiodon,modestus,8.4,total_length,7.1,standard_length,,clove,known,,,,,,,,,not saved
2227,MRB-POC28,MRBS2,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,3.2,disc_width,24,arm_length,,clove,known,,,,,,,,,
2228,MRB-POC28,MRBS2,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,5.3,disc_width,,arm_length,,clove,known,,,,,,,,,
2229,MRB-POC28,MRBS2,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,2.5,disc_width,7.5,arm_length,,clove,known,,,,,,,,,
2230,MRB-POC28,MRBS2,snail,LIMP,,,,30,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2231,MRB-POC28,MRBS2,snail,LIMP,,,,22.7,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2232,MRB-POC28,MRBS2,snail,LIMP,,,,12.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2233,MRB-POC28,MRBS2,snail,LIMP,,,,21.1,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2234,MRB-POC28,MRBS2,snail,LIMP,,,,26.1,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2235,MRB-POC28,MRBS2,snail,LIMP,,,,25.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2236,MRB-POC28,MRBS2,snail,LIMP,,,,19,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2237,MRB-POC28,MRBS2,snail,LIMP,,,,17.2,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2238,MRB-POC28,MRBS2,snail,LIMP,,,,17.4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2239,MRB-POC28,MRBS2,crab,TRTI,trapeziidae,trapezia,tigrina,9.4,carapace_width,,,,clove,known,,,,,,,,,
2240,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,6.5,carapace_width,,,,clove,known,,,,,,,,,
2241,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,7.1,carapace_width,,,,clove,known,,,,,,,,,
2242,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,9.2,carapace_width,,,,clove,known,,,,,,,,,
2243,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,6.8,carapace_width,,,,clove,known,,,,,,,,,
2244,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,13.9,carapace_width,,,,clove,known,,,,,,,,,
2245,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,9.2,carapace_width,,,,clove,known,,,,,,,,,
2246,MRB-POC28,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,5.9,carapace_width,,,,clove,known,,,,,,,,,
2247,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.5.,carapace_width,,,,clove,known,,,,,,,,,
2248,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,,clove,known,,,,,,,,,
2249,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,2.1,carapace_width,,,,clove,known,,,,,,,,,
2250,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,6,carapace_width,,,,clove,known,,,,,,,,,
2251,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,,clove,known,,,,,,,,,
2252,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,3.3,carapace_width,,,,clove,known,,,,,,,,,
2253,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,6.7,carapace_width,,,,clove,known,,,,,,,,,
2254,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,6.3,carapace_width,,,,clove,known,,,,,,,,,
2255,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,6.8,carapace_width,,,,clove,known,,,,,,,,,
2256,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4.6,carapace_width,,,,clove,known,,,,,,,,,
2257,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,9.2,carapace_width,,,,clove,known,,,,,,,,,
2258,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,8.6,carapace_width,,,,clove,known,,,,,,,,,
2259,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,7.9,carapace_width,,,,clove,known,,,,,,,,,
2260,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,8.5,carapace_width,,,,clove,known,,,,,,,,,
2261,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,7.5,carapace_width,,,,clove,known,,,,,,,,,
2262,MRB-POC28,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.2,carapace_width,,,,clove,known,,,,,,,,,
2263,MRB-POC22,MRBS2,fish,PAAR,cirrhitidae,paracirrhites,arcatus,6.5,total_length,,standard_length,,clove,known,,,,,,,,,"""ran"" away from Lily underwater"
2264,MRB-POC28,MRBS2,crab,TRAR,trapezia,areolata,areolata,5.3,carapace_width,,,,clove,known,,,,,,,,,
2265,MRB-POC28,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,5.5,rostrum_to_tail,,,,clove,known,,,,,,,,,
2266,MRB-POC28,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,22.9,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2267,MRB-POC28,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,16.1,rostrum_to_tail,,,,clove,known,,,,,,,,,
2268,MRB-POC28,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,17,rostrum_to_tail,,,,clove,known,,,,,,,,,
2269,MRB-POC28,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,25.4,rostrum_to_tail,,,,clove,known,,,,,,,,,
2270,MRB-POC28,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,14.7,rostrum_to_tail,,,,clove,known,,,,,,,,,
2271,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,3,carapace_length,,,,clove,known,,,,,,,,,
2272,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.2,carapace_length,,,,clove,known,,,,,,,,,
2273,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.9,carapace_length,,,,clove,known,,,,,,,,,
2274,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.2,carapace_length,,,,clove,known,,,,,,,,,
2275,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.9,carapace_length,,,,clove,known,,,,,,,,,
2276,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,1.9,carapace_length,,,,clove,known,,,,,,,,,
2277,MRB-POC28,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,3,carapace_length,,,,clove,known,,,,,,,,,
2278,MRB-POC29,MRBS2,crab,TRAR,trapezia,areolata,areolata,9,carapace_width,,,,clove,known,,,,,,,,,
2279,MRB-POC29,MRBS2,crab,TRAR,trapezia,areolata,areolata,9.9,carapace_width,,,,clove,known,,,,,,,,,gravid
2280,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,8.5,carapace_width,,,,clove,known,,,,,,,,,
2281,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,13.6,carapace_width,,,,clove,known,,,,,,,,,
2282,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,6.7,carapace_width,,,,clove,known,,,,,,,,,
2283,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,5,carapace_width,,,,clove,known,,,,,,,,,
2284,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,6.8,carapace_width,,,,clove,known,,,,,,,,,
2285,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,11.2,carapace_width,,,,clove,known,,,,,,,,,
2286,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,10.8,carapace_width,,,,clove,known,,,,,,,,,
2287,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,6.2,carapace_width,,,,clove,known,,,,,,,,,
2288,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,9.5,carapace_width,,,,clove,known,,,,,,,,,
2289,MRB-POC29,MRBS2,crab,TRBI,trapeziidae,trapezia,bidentata,7.5,carapace_width,,,,clove,known,,,,,,,,,
2290,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4.3,carapace_width,,,,clove,known,,,,,,,,,
2291,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,3.7,carapace_width,,,,clove,known,,,,,,,,,
2292,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,3.5,carapace_width,,,,clove,known,,,,,,,,,
2293,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,2.7,carapace_width,,,,clove,known,,,,,,,,,
2294,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,1.8,carapace_width,,,,clove,known,,,,,,,,,
2295,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4.9,carapace_width,,,,clove,known,,,,,,,,,
2296,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5,carapace_width,,,,clove,known,,,,,,,,,
2297,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,6.2,carapace_width,,,,clove,known,,,,,,,,,
2298,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,7,carapace_width,,,,clove,known,,,,,,,,,
2299,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,7.5,carapace_width,,,,clove,known,,,,,,,,,
2300,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,9.3,carapace_width,,,,clove,known,,,,,,,,,gravid
2301,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,8,carapace_width,,,,clove,known,,,,,,,,,
2302,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,5.3,carapace_width,,,,clove,known,,,,,,,,,
2303,MRB-POC29,MRBS2,crab,TRSE,trapeziidae,trapezia,serenei,4,carapace_width,,,,clove,known,,,,,,,,,
2304,MRB-POC29,MRBS2,crab,TRTI,trapeziidae,trapezia,tigrina,4.4,carapace_width,,,,clove,known,,,,,,,,,
2305,MRB-POC29,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,20.4,rostrum_to_tail,,,,clove,known,,,,,,,,,
2306,MRB-POC29,MRBS2,shrimp,ALLO,alpheidae,alpheus,lottini,20.3,rostrum_to_tail,,,,clove,known,,,,,,,,,
2307,MRB-POC29,MRBS2,shrimp,unknown_shrimp,,,,13,rostrum_to_tail,,,,clove,unknown,,,,,,,,,"torn in half, unidentifiable, head not recovered"
2308,MRB-POC29,MRBS2,crab,TRRU,trapeziidae,trapezia,rufopunctata,10.5,carapace_width,,,,clove,known,,,,,,,,,
2309,MRB-POC29,MRBS2,crab,TRRU,trapeziidae,trapezia,rufopunctata,19.3,carapace_width,,,,clove,known,,,,,,,,,gravid
2310,MRB-POC29,MRBS2,crab,TRRU,trapeziidae,trapezia,rufopunctata,16.3,carapace_width,,,,clove,known,,,,,,,,,
2311,MRB-POC29,MRBS2,fish,PAAR,cirrhitidae,paracirrhites,arcatus,64.7,total_length,,standard_length,,clove,known,,,,,,,,,
2312,MRB-POC29,MRBS2,fish,CAMA,caracanthidae,caracanthus,maculatus,38.6,total_length,,standard_length,,clove,known,,,,,,,,,
2313,MRB-POC29,MRBS2,fish,CAMA,caracanthidae,caracanthus,maculatus,42.8,total_length,,standard_length,,clove,known,,,,,,,,,
2314,MRB-POC29,MRBS2,fish,CAMA,caracanthidae,caracanthus,maculatus,29.8,total_length,,standard_length,,clove,known,,,,,,,,,
2315,MRB-POC29,MRBS2,fish,PAMO,gobiidae,paragobiodon,modestus,22.7,total_length,,standard_length,,clove,known,,,,,,,,,
2316,MRB-POC29,MRBS2,fish,PAMO,gobiidae,paragobiodon,modestus,20.4,total_length,,standard_length,,clove,known,,,,,,,,,
2317,MRB-POC29,MRBS2,fish,PALA,gobiidae,paragobiodon,lacunicolus,19.7,total_length,,standard_length,,clove,known,,,,,,,,,
2318,MRB-POC29,MRBS2,fish,NEAR,cirrhitidae,neocirrhites,armatus,62.3,total_length,,standard_length,,clove,known,,,,,,,,,
2319,MRB-POC29,MRBS2,fish,NEAR,cirrhitidae,neocirrhites,armatus,47.5,total_length,,standard_length,,clove,known,,,,,,,,,
2320,MRB-POC29,MRBS2,snail,LIMP,,,,3.3,total_length,,standard_length,,clove,known,quoyula madreporum,,,,,,,,
2321,MRB-POC29,MRBS2,snail,LIMP,,,,11.8,total_length,,standard_length,,clove,known,quoyula madreporum,,,,,,,,
2322,MRB-POC29,MRBS2,snail,LIMP,,,,7.3,total_length,,standard_length,,clove,known,quoyula madreporum,,,,,,,,
2323,MRB-POC29,MRBS2,snail,LIMP,,,,17.7,total_length,,standard_length,,clove,known,quoyula madreporum,,,,,,,,
2324,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.3,carapace_length,,,,clove,known,,,,,,,,,
2325,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.2,carapace_length,,,,clove,known,,,,,,,,,
2326,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,1.5,carapace_length,,,,clove,known,,,,,,,,,
2327,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,1.4,carapace_length,,,,clove,known,,,,,,,,,
2328,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,1.1,carapace_length,,,,clove,known,,,,,,,,,
2329,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,1,carapace_length,,,,clove,known,,,,,,,,,
2330,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.6,carapace_length,,,,clove,known,,,,,,,,,
2331,MRB-POC29,MRBS2,hermit,CANI,diogenidae,calcinus,nitidus,2.5,carapace_length,,,,clove,known,,,,,,,,,
2332,MRB-POC30,,fish,PSHE,labridae,pseudocheilinus,hexataenia,34.9,total_length,28.7,standard_length,,clove,known,,,,,,,,,
2333,MRB-POC30,,fish,PSHE,labridae,pseudocheilinus,hexataenia,31.2,total_length,26.9,standard_length,,clove,known,,,,,,,,,
2334,MRB-POC30,,fish,CAMA,caracanthidae,caracanthus,maculatus,27.6,total_length,23.4,standard_length,,clove,known,,,,,,,,,
2335,MRB-POC30,,crab,CYQU,,cymo,quadrilabatus,21.4,carapace_width,,,,clove,known,cymo_quadrilobatus,,,,,,,,voucher
2336,MRB-POC30,,crab,CYQU,,cymo,quadrilabatus,12.7,carapace_width,,,,clove,known,,,,,,,,,voucher
2337,MRB-POC30,,hermit,CANI,diogenidae,calcinus,nitidus,2.4,carapace_length,,,,clove,known,,,,,,,,,
2338,MRB-POC30,,hermit,CANI,diogenidae,calcinus,nitidus,2.1,carapace_length,,,,clove,known,,,,,,,,,
2339,MRB-POC30,,hermit,CANI,diogenidae,calcinus,nitidus,1.5,carapace_length,,,,clove,known,,,,,,,,,
2340,MRB-POC31,,crab,TRSE,trapeziidae,trapezia,serenei,10.4,carapace_width,,,,clove,known,,,,,,,,,
2341,MRB-POC31,,crab,TRSE,trapeziidae,trapezia,serenei,8.7,carapace_width,,,,clove,known,,,,,,,,,
2342,MRB-POC31,,crab,TRSE,trapeziidae,trapezia,serenei,4.7,carapace_width,,,,clove,known,,,,,,,,,
2343,MRB-POC31,,crab,TRSE,trapeziidae,trapezia,serenei,3.8,carapace_width,,,,clove,known,,,,,,,,,
2344,MRB-POC31,,crab,TRSE,trapeziidae,trapezia,serenei,3.3,carapace_width,,,,clove,known,,,,,,,,,
2345,MRB-POC31,,shrimp,ALLO,alpheidae,alpheus,lottini,22.4,rostrum_to_tail,,,,clove,known,,,,,,,,,
2346,MRB-POC31,,shrimp,ALLO,alpheidae,alpheus,lottini,21.3,rostrum_to_tail,,,,clove,known,,,,,,,,,
2347,MRB-POC31,,crab,TRBI,trapeziidae,trapezia,bidentata,6.8,carapace_width,,,,clove,known,,,,,,,,,
2348,MRB-POC31,,crab,TRBI,trapeziidae,trapezia,bidentata,6.3,carapace_width,,,,clove,known,,,,,,,,,
2349,MRB-POC31,,crab,TRTI,trapeziidae,trapezia,tigrina,2.5,carapace_width,,,,clove,known,,,,,,,,,
2350,MRB-POC31,,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,3.8,disc_width,8.9,arm_length,,clove,known,,,,,,,,,
2351,MRB-POC31,,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,8.8,disc_width,28.7,arm_length,,clove,known,,,,,,,,,
2352,MRB-POC31,,crab,DAPE,dairidae,daira,perlata,15.1,carapace_width,,,,clove,known,,,,,,,,,
2353,MRB-POC32,,crab,TRBI,trapeziidae,trapezia,bidentata,5.9,carapace_width,,,,clove,known,,,,,,,,,
2354,MRB-POC32,,crab,TRSE,trapeziidae,trapezia,serenei,4.2,carapace_width,,,,clove,known,,,,,,,,,
2355,MRB-POC32,,crab,TRSE,trapeziidae,trapezia,serenei,2.8,carapace_width,,,,clove,known,,,,,,,,,
2356,MRB-POC32,,crab,TRSP,trapeziidae,trapezia,speciosa,3.4,carapace_width,,,,clove,known,trapezia speciosa,,,,,,,,voucher
2357,MRB-POC32,,crab,TRSP,trapeziidae,trapezia,speciosa,3.2,carapace_width,,,,clove,known,,,,,,,,,
2358,MRB-POC32,,hermit,CANI,diogenidae,calcinus,nitidus,0.5,carapace_length,,,,clove,known,,,,,,,,,
2359,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,4.4,carapace_width,,,,clove,known,,,,,,,,,
2360,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,4.4,carapace_width,,,,clove,known,,,,,,,,,
2361,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,7.7,carapace_width,,,,clove,known,,,,,,,,,
2362,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,8.4,carapace_width,,,,clove,known,,,,,,,,,
2363,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,8.4,carapace_width,,,,clove,known,,,,,,,,,
2364,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,6.3,carapace_width,,,,clove,known,,,,,,,,,
2365,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,5.2,carapace_width,,,,clove,known,,,,,,,,,
2366,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,7.2,carapace_width,,,,clove,known,,,,,,,,,
2367,MRB-POC33,,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,,clove,known,,,,,,,,,
